Date,Value,country
1985-12-31,31050.652157797,NLD
1984-12-31,30411.125990635,NLD
1983-12-31,29625.053681736,NLD
1982-12-31,29134.539123245,NLD
1981-12-31,29636.157847707,NLD
1980-12-31,30075.852653154,NLD
1979-12-31,29913.384660734,NLD
1978-12-31,29525.885359438,NLD
1977-12-31,28928.133803529,NLD
1976-12-31,28385.22767886,NLD
1975-12-31,27388.414171349,NLD
1974-12-31,27633.082505832,NLD
1973-12-31,26924.624194561,NLD
1972-12-31,25746.601534683,NLD
1971-12-31,25120.536640727,NLD
1970-12-31,24369.030257051,NLD
1969-12-31,23343.461730434,NLD
1968-12-31,22188.729832729,NLD
1967-12-31,21068.582488382,NLD
1966-12-31,20240.002507696,NLD
1965-12-31,19958.808761293,NLD
1964-12-31,18624.896988738,NLD
1963-12-31,17433.154651688,NLD
1962-12-31,17051.769433058,NLD
1961-12-31,16188.541846777,NLD
1960-12-31,16354.540031089,NLD
2016-12-31,14718.027733046,LVA
2015-12-31,14294.043729996,LVA
2014-12-31,13786.428495383,LVA
2013-12-31,13400.906116325,LVA
2012-12-31,12924.726159227,LVA
2011-12-31,12270.340621531,LVA
2010-12-31,11326.219474624,LVA
2009-12-31,11547.990767554,LVA
2008-12-31,13270.000413405,LVA
2007-12-31,13614.256369378,LVA
2006-12-31,12278.307035825,LVA
2005-12-31,10873.414285119,LVA
2004-12-31,9717.109046323,LVA
2003-12-31,8872.1031992335,LVA
2002-12-31,8103.5876366291,LVA
2001-12-31,7478.7631046752,LVA
2000-12-31,6934.7229263876,LVA
1999-12-31,6515.8927228238,LVA
1998-12-31,6298.1260998312,LVA
1997-12-31,5857.0365820207,LVA
1996-12-31,5321.3967903899,LVA
1995-12-31,5140.528159292,LVA
1994-12-31,3290.0105179524,LVA
1993-12-31,3166.0656535357,LVA
1992-12-31,3267.040496736,LVA
1991-12-31,4747.0542305216,LVA
1990-12-31,5405.4805252303,LVA
1989-12-31,5863.5443034062,LVA
1988-12-31,5576.3777184225,LVA
1987-12-31,5360.1984207381,LVA
1986-12-31,5291.5009549493,LVA
1985-12-31,5094.7506705302,LVA
1984-12-31,5147.5368000106,LVA
1983-12-31,4898.1271844161,LVA
1982-12-31,4682.6136021459,LVA
1981-12-31,4596.259297993,LVA
1980-12-31,4423.2144185529,LVA
1979-12-31,4259.4678676891,LVA
1978-12-31,4146.9409336466,LVA
1977-12-31,4035.8241147866,LVA
1976-12-31,3932.921241134,LVA
1975-12-31,3746.169469319,LVA
1974-12-31,3532.4269998974,LVA
1973-12-31,3398.3104883697,LVA
1972-12-31,3239.4019009758,LVA
1971-12-31,3106.1685287956,LVA
1970-12-31,2904.1079984511,LVA
1969-12-31,2706.8024897857,LVA
1968-12-31,2610.3167726757,LVA
1967-12-31,2466.220178119,LVA
1966-12-31,2225.0535138678,LVA
1965-12-31,2152.7363337238,LVA
2016-12-31,1770.2579063809,VNM
2015-12-31,1684.6914902371,VNM
2014-12-31,1596.34569484,VNM
2013-12-31,1522.4858848574,VNM
2012-12-31,1459.6373662091,VNM
2011-12-31,1401.8418086487,VNM
2010-12-31,1333.5835239668,VNM
2009-12-31,1266.3135086382,VNM
2008-12-31,1214.2524579254,VNM
2007-12-31,1161.47157287,VNM
2006-12-31,1095.9824522629,VNM
2005-12-31,1035.9221700918,VNM
2004-12-31,974.52914570601,VNM
2003-12-31,917.14477001812,VNM
2002-12-31,867.98242979,VNM
2001-12-31,825.90451325272,VNM
2000-12-31,787.65415089241,VNM
1999-12-31,747.55036010536,VNM
1998-12-31,724.27450274678,VNM
1997-12-31,695.39220994248,VNM
1996-12-31,653.08538478422,VNM
1995-12-31,606.93136353889,VNM
1994-12-31,563.23129171904,VNM
1993-12-31,526.25835112494,VNM
1992-12-31,495.44518681982,VNM
1991-12-31,464.2079388913,VNM
1990-12-31,446.22772398753,VNM
1989-12-31,432.71617925808,VNM
1988-12-31,412.66088939272,VNM
1987-12-31,402.1228607,VNM
1986-12-31,397.88304080269,VNM
1985-12-31,396.16683622833,VNM
1984-12-31,389.42152298155,VNM
